neo,pha,full_name,diameter,orbit_id,epoch,e,a,q,i,w,per_y,om,ma,ad,n,moid,H,class,Notes,
Y,N,409256 (2004 HO1),1.887,JPL 49,2460600.5,0.5206,2.207,1.058,25.77,265.17,3.28,43.36,57.8,3.36,0.3005,0.335,18.42,AMO,,
Y,Y,363505 (2003 UC20),1.876,JPL 311,2460600.5,0.3369,0.7812,0.518,3.78,60.16,0.691,187.93,266.87,1.04,1.427,0.0351,18.47,ATE,,
Y,N, 16834 (1997 WU22),1.87,JPL 584,2460600.5,0.4421,1.468,0.819,16,334.39,1.78,260.76,247.48,2.12,0.5541,0.145,15.8,APO,,
Y,N,209924 (2005 WS55),1.861,JPL 201,2460600.5,0.4532,2.03,1.11,23.76,203.33,2.89,283.54,136.46,2.95,0.3408,0.15,16.32,AMO,,
Y,N,  8201 (1994 AH2),1.859,JPL 154,2460600.5,0.7061,2.539,0.746,9.54,25.13,4.05,164.09,199.52,4.33,0.2436,0.1,15.95,APO,,
Y,N,482055 (2010 AH30),1.855,JPL 57,2460600.5,0.5501,2.289,1.03,43.35,118.86,3.46,104.39,43.57,3.55,0.2846,0.213,18.42,AMO,,
Y,Y,523589 (2001 HA4),1.851,JPL 66,2460600.5,0.7934,2.69,0.556,17.18,95.66,4.41,354.01,134.96,4.82,0.2234,0.025,17.79,APO,,
Y,Y,  4486 Mithra (1987 SB),1.849,JPL 363,2460600.5,0.662,2.205,0.745,3.04,169.12,3.28,82.18,156.61,3.67,0.3009,0.0462,15.61,APO,,
Y,N,462041 (2007 DL8),1.847,JPL 52,2460600.5,0.7632,2.663,0.631,19.64,135.34,4.35,154.73,341.51,4.69,0.2268,0.179,17.36,APO,,
Y,N,159686 (2002 LB6),1.845,JPL 148,2460600.5,0.6882,1.804,0.562,24.73,141.05,2.42,244.72,44.01,3.04,0.4069,0.283,16.36,APO,,
Y,N,516984 (2012 PN28),1.824,JPL 53,2460600.5,0.5316,1.78,0.834,24.48,174.91,2.38,319.04,270.11,2.73,0.4149,0.15,18.19,APO,,
Y,N, 86829 (2000 GR146),1.823,JPL 286,2460600.5,0.575,1.463,0.622,14.37,31.41,1.77,78.46,353.4,2.3,0.5572,0.203,15.83,APO,,
Y,N,437879 (2001 RX11),1.82,JPL 113,2460600.5,0.5467,2.763,1.253,13.09,307.84,4.59,343.71,21.04,4.27,0.2146,0.297,17.76,AMO,,
Y,N, 17188 (1999 WC2),1.819,JPL 185,2460600.5,0.6369,2.216,0.805,29.45,287.25,3.3,269.76,172.44,3.63,0.2989,0.0644,16.4,APO,,
Y,N,100756 (1998 FM5),1.809,JPL 289,2460600.5,0.5546,2.264,1.009,11.58,312.06,3.41,176.51,293.21,3.52,0.2892,0.0946,16.34,APO,,
Y,N, 27346 (2000 DN8),1.802,JPL 321,2460600.5,0.399,1.875,1.127,36.95,269.29,2.57,135.19,295.12,2.62,0.3838,0.444,15.89,AMO,,
Y,N,  4401 Aditi (1985 TB),1.801,JPL 223,2460600.5,0.5633,2.584,1.128,26.63,68.15,4.15,22.78,133.5,4.04,0.2373,0.335,16.12,AMO,,
Y,Y,  2201 Oljato (1947 XC),1.8,JPL 270,2460600.5,0.7107,2.179,0.63,2.52,98.37,3.22,74.87,334.42,3.73,0.3065,0.00259,15.36,APO,,
Y,N,  3360 Syrinx (1981 VA),1.8,JPL 136,2460600.5,0.7457,2.468,0.628,21.14,63.56,3.88,242.46,49.58,4.31,0.2542,0.106,16.04,APO,,
Y,N,  4197 Morpheus (1982 TA),1.8,JPL 200,2460600.5,0.7724,2.295,0.522,12.6,122.55,3.48,7.01,357.11,4.07,0.2835,0.0985,15.03,APO,,
Y,Y,  7335 (1989 JA),1.8,JPL 223,2460600.5,0.4846,1.772,0.913,15.17,232.27,2.36,61.28,349.17,2.63,0.4178,0.0231,17.7,APO,,
Y,N,414746 (2010 EH20),1.8,JPL 66,2460600.5,0.5226,2.622,1.252,23.87,207.71,4.25,120.65,117.67,3.99,0.2322,0.27,17.86,AMO,,
Y,N, 68350 (2001 MK3),1.794,JPL 526,2460600.5,0.2474,1.67,1.257,29.57,328.54,2.16,128.84,128.57,2.08,0.4568,0.304,16.14,AMO,,
Y,N,159518 (2001 FF7),1.784,JPL 59,2460600.5,0.4451,2.104,1.168,47.47,59.43,3.05,190.09,240.4,3.04,0.3229,0.342,18,AMO,,
Y,Y,529668 (2010 JL33),1.778,JPL 100,2460600.5,0.735,2.677,0.709,5.38,309.89,4.38,52.45,70.72,4.65,0.225,0.0313,17.89,APO,,
Y,N,350513 (2000 BG19),1.77,JPL 44,2460600.5,0.5566,2.675,1.186,12.41,82.42,4.37,145.23,220.41,4.16,0.2253,0.293,18.05,AMO,,
Y,N,529718 (2010 KY127),1.77,JPL 33,2460600.5,0.8827,2.49,0.292,60.79,357.16,3.93,6.85,210.41,4.69,0.2508,0.708,16.83,APO,,
Y,N,159459 (2000 KB),1.769,JPL 63,2460600.5,0.7989,2.337,0.47,56.17,185.38,3.57,185.36,277.36,4.2,0.2759,0.531,16.33,APO,,
Y,N,153842 (2001 XT30),1.759,JPL 205,2460600.5,0.5668,2.751,1.192,9,219.45,4.56,139.83,38.21,4.31,0.216,0.21,16.7,AMO,,
Y,Y, 52768 (1998 OR2),1.75,JPL 368,2460600.5,0.5755,2.38,1.01,5.88,174.59,3.67,26.94,81.21,3.75,0.2685,0.00979,16.04,APO,A large PHA that made a notable close approach to Earth in 2020.,
Y,N, 90367 (2003 LC5),1.748,JPL 215,2460600.5,0.4263,1.156,0.663,16.88,313.86,1.24,86.82,332.13,1.65,0.7934,0.152,17.94,APO,,
Y,N,391151 (2005 YY93),1.745,JPL 61,2460600.5,0.8831,2.581,0.302,24.51,312.8,4.15,295.47,170.71,4.86,0.2377,0.0973,17.23,APO,,
Y,N,276786 (2004 KD1),1.72,JPL 182,2460600.5,0.3303,1.72,1.152,10.13,9.9,2.25,271.46,15.09,2.29,0.4371,0.138,17.83,AMO,,
Y,Y,164121 (2003 YT1),1.717,JPL 263,2460600.5,0.292,1.11,0.786,44.06,91,1.17,38.31,235.13,1.43,0.843,0.0046,16.18,APO,,
Y,N,242147 (2003 BH84),1.687,JPL 99,2460600.5,0.7196,1.959,0.549,23.34,35.57,2.74,283.2,77.66,3.37,0.3594,0.302,17.02,APO,,
Y,Y,163243 (2002 FB3),1.682,JPL 295,2460600.5,0.6016,0.7616,0.303,20.28,148.34,0.665,203.56,109.4,1.22,1.483,0.00238,16.47,ATE,,
Y,N,  7889 (1994 LX),1.68,JPL 487,2460600.5,0.3463,1.262,0.825,36.91,349.18,1.42,111.26,337.1,1.7,0.6956,0.154,15.32,APO,,
Y,N,614599 (2010 AB78),1.671,JPL 42,2460600.5,0.5463,2.255,1.023,33.25,296.52,3.39,316.89,99.46,3.49,0.2911,0.207,18.31,AMO,,
Y,N,  5645 (1990 SP),1.668,JPL 269,2460600.5,0.3873,1.355,0.83,13.51,48.27,1.58,45.71,164.51,1.88,0.6251,0.0538,17.23,APO,,
Y,N,307493 (2002 XP90),1.666,JPL 96,2460600.5,0.5861,2.079,0.861,23.12,324.19,3,78.55,116.65,3.3,0.3287,0.0501,18.57,APO,,
Y,Y, 12538 (1998 OH),1.663,JPL 592,2460600.5,0.4058,1.542,0.916,24.54,321.79,1.91,220.69,317.04,2.17,0.5149,0.0269,15.97,APO,,
Y,N,247156 (2000 YH29),1.655,JPL 48,2460600.5,0.5275,2.218,1.048,21.85,284.85,3.3,103.67,93.01,3.39,0.2984,0.27,18.16,AMO,,
Y,N,225416 (1999 YC),1.651,JPL 114,2460600.5,0.8304,1.422,0.241,38.27,156.45,1.7,64.75,198.44,2.6,0.5812,0.248,17.38,APO,,
Y,Y, 68950 (2002 QF15),1.65,JPL 521,2460600.5,0.3443,1.057,0.693,25.15,255.57,1.09,236.21,54.57,1.42,0.9069,0.00746,16.39,APO,,
Y,Y,  2102 Tantalus (1975 YA),1.649,JPL 260,2460600.5,0.2993,1.29,0.904,64,61.52,1.47,94.35,78.27,1.68,0.6726,0.0436,16,APO,,
Y,Y,511008 (2013 PX6),1.647,JPL 65,2460600.5,0.6515,2.597,0.905,13.66,229.7,4.19,187.37,225.56,4.29,0.2355,0.0298,18.55,APO,,
Y,N,152931 (2000 EA107),1.646,JPL 280,2460600.5,0.4557,0.9297,0.506,28.58,278.02,0.897,52.88,337.31,1.35,1.099,0.16,16.34,ATE,,
Y,N, 40267 (1999 GJ4),1.641,JPL 612,2460600.5,0.8084,1.339,0.256,34.48,211.96,1.55,148.21,36.46,2.42,0.6363,0.157,15.55,APO,,
Y,N,322775 (2001 HA8),1.632,JPL 90,2460600.5,0.5291,2.388,1.125,11.46,202.74,3.69,95.69,100.43,3.65,0.267,0.124,17.27,AMO,,
Y,N,455594 (2004 SV55),1.625,JPL 66,2460600.5,0.6582,1.759,0.601,41.17,280.87,2.33,344.5,235.45,2.92,0.4225,0.0912,17.99,APO,,
Y,N,  9202 (1993 PB),1.617,JPL 189,2460600.5,0.6078,1.424,0.558,40.8,212.36,1.7,315.89,225.05,2.29,0.5802,0.372,16.12,APO,,
Y,N,250614 (2005 GG),1.617,JPL 133,2460600.5,0.6595,2.042,0.695,34.84,335.28,2.92,106.38,265.76,3.39,0.3378,0.249,16.22,APO,,
Y,Y,  7822 (1991 CS),1.602,JPL 315,2460600.5,0.1646,1.123,0.938,37.12,249.45,1.19,156.84,182.35,1.31,0.8285,0.0226,17.34,APO,,
Y,N,  3102 Krok (1981 QA),1.6,JPL 399,2460600.5,0.4493,2.151,1.185,8.44,154.77,3.15,172.05,241.78,3.12,0.3124,0.184,16.17,AMO,,
Y,N,385402 (2002 WZ2),1.597,JPL 33,2460600.5,0.8844,2.461,0.284,51.27,48.2,3.86,261.27,254.36,4.64,0.2552,0.13,17.17,APO,,
Y,N,142781 (2002 UM11),1.595,JPL 166,2460600.5,0.3879,1.951,1.194,41.03,229.03,2.73,228.97,340.2,2.71,0.3616,0.311,16.25,AMO,,
Y,N, 19764 (2000 NF5),1.572,JPL 367,2460600.5,0.4428,2.235,1.245,1.33,9.75,3.34,281.4,106.69,3.22,0.295,0.23,16.11,AMO,,
Y,Y,  8566 (1996 EN),1.568,JPL 288,2460600.5,0.4302,1.506,0.858,37.97,125.13,1.85,164.12,90.11,2.15,0.5331,0.0214,16.48,APO,,
Y,N, 54789 (2001 MZ7),1.567,JPL 812,2460600.5,0.2872,1.776,1.266,24.46,20.04,2.37,130.05,65.45,2.29,0.4164,0.294,15.08,AMO,,
Y,Y, 39572 (1993 DQ1),1.554,JPL 174,2460600.5,0.4927,2.036,1.033,10.03,344.85,2.91,313.5,205.8,3.04,0.3392,0.0282,16.56,AMO,,
Y,N,241596 (1998 XM2),1.548,JPL 190,2460600.5,0.3402,1.805,1.191,27.1,99.09,2.43,248.52,270.75,2.42,0.4064,0.414,17.24,AMO,,
Y,N,  5653 Camarillo (1992 WD5),1.537,JPL 457,2460600.5,0.3042,1.794,1.248,6.87,122.62,2.4,9.89,63.97,2.34,0.4101,0.284,16.22,AMO,,
Y,N,498143 (2007 TR65),1.531,JPL 60,2460600.5,0.5616,1.154,0.506,43.49,215.75,1.24,23.75,330.31,1.8,0.7948,0.296,18.8,APO,,
Y,N,230979 (2005 AT42),1.522,JPL 164,2460600.5,0.6136,2.858,1.104,11.21,52.9,4.83,156.88,7.18,4.61,0.204,0.174,16.59,AMO,,
Y,N,489203 (2006 JT),1.52,JPL 19,2460600.5,0.4781,2.403,1.254,36.38,162.61,3.72,20.89,353.16,3.55,0.2647,0.269,18.65,AMO,,
Y,Y,369264 (2009 MS),1.515,JPL 79,2460600.5,0.57,2.005,0.862,52.38,219.54,2.84,252.05,269.44,3.15,0.3472,0.043,16.34,APO,,
Y,N,452313 (1998 XR16),1.514,JPL 63,2460600.5,0.5814,2.273,0.951,20.5,68.57,3.43,91.48,171.98,3.59,0.2877,0.162,18.6,APO,,
Y,N,303174 (2004 FH11),1.504,JPL 334,2460600.5,0.4461,2.256,1.25,21.38,88.01,3.39,203.56,357.65,3.26,0.2908,0.461,16.72,AMO,,
Y,Y,  1862 Apollo (1932 HA),1.5,JPL 534,2460600.5,0.5599,1.471,0.647,6.35,286.03,1.78,35.56,252.87,2.29,0.5527,0.026,16.08,APO,,
Y,N,  3103 Eger (1982 BB),1.5,JPL 833,2460600.5,0.3542,1.404,0.907,20.93,254.12,1.66,129.73,304.12,1.9,0.5924,0.0799,15.32,APO,,
Y,Y,  3671 Dionysus (1984 KD),1.5,JPL 210,2460600.5,0.542,2.2,1.008,13.54,204.33,3.26,82.05,131.35,3.39,0.302,0.022,16.5,APO,,
Y,N,504994 (2011 JU2),1.492,JPL 27,2460600.5,0.4605,2.014,1.086,56.11,301.3,2.86,47.21,184.74,2.94,0.3449,0.267,18.41,AMO,,
Y,N,474549 (2003 WX153),1.488,JPL 78,2460600.5,0.6026,2.186,0.869,32.54,63.15,3.23,91.35,141.72,3.5,0.3049,0.0877,18.07,APO,,
Y,N, 66008 (1998 QH2),1.484,JPL 294,2460600.5,0.3627,1.426,0.909,61,14.01,1.7,168.93,270.26,1.94,0.5787,0.0748,15.99,APO,,
Y,N,275611 (1999 XX262),1.483,JPL 253,2460600.5,0.1819,1.533,1.254,8.23,102.7,1.9,334.64,46.66,1.81,0.5194,0.311,18.15,AMO,,
Y,N,238063 (2003 EG),1.47,JPL 142,2460600.5,0.7136,1.738,0.498,31.79,326.94,2.29,359.03,98.05,2.98,0.4301,0.363,16.58,APO,,
Y,N,414772 (2010 OC103),1.466,JPL 58,2460600.5,0.672,1.195,0.392,23.11,178.33,1.31,17.94,94.31,2,0.7549,0.333,19.14,APO,,
Y,Y, 85989 (1999 JD6),1.462,JPL 497,2460600.5,0.6329,0.8831,0.324,17.07,309.25,0.83,130.15,338.43,1.44,1.188,0.0475,17.11,ATE,,
Y,N,  5828 (1991 AM),1.457,JPL 229,2460600.5,0.6949,1.698,0.518,30.12,152.77,2.21,125.42,57.64,2.88,0.4454,0.398,15.98,APO,,
Y,Y,410778 (2009 FG19),1.457,JPL 91,2460600.5,0.7191,2.912,0.818,54.5,120.4,4.97,187.51,17.41,5.01,0.1984,0.0256,18.14,APO,,
Y,N,190119 (2004 VA64),1.451,JPL 61,2460600.5,0.8903,2.469,0.271,29.86,20,3.88,225.51,71.2,4.67,0.2541,0.299,17.05,APO,,
Y,Y,471241 (2011 BX18),1.451,JPL 111,2460600.5,0.7312,2.872,0.772,14.62,304.22,4.87,310.56,253.95,4.97,0.2026,0.0329,18.58,APO,,
Y,N,513550 (2010 NG3),1.451,JPL 92,2460600.5,0.569,2.612,1.126,26.99,194.92,4.22,64.02,158.95,4.1,0.2334,0.126,17.18,AMO,,
Y,N,530871 (2011 WS2),1.434,JPL 37,2460600.5,0.7434,1.009,0.259,46.79,307.67,1.01,326.74,305.32,1.76,0.9718,0.0929,17.25,APO,,
Y,N,418929 (2009 DM1),1.432,JPL 231,2460600.5,0.641,2.893,1.038,15.21,219.73,4.92,197.59,71.49,4.75,0.2003,0.108,17.03,AMO,,
Y,N,108519 (2001 LF),1.423,JPL 225,2460600.5,0.2709,1.604,1.169,16.4,343.88,2.03,267.25,195.38,2.04,0.4853,0.162,17.95,AMO,,
Y,N,338347 (2002 XG4),1.42,JPL 81,2460600.5,0.4781,2.268,1.184,20.98,238.53,3.42,259.12,127.79,3.35,0.2886,0.317,18.31,AMO,,
Y,N,  6611 (1993 VW),1.408,JPL 279,2460600.5,0.4846,1.696,0.874,8.7,281.59,2.21,230.77,315.03,2.52,0.4461,0.0611,16.9,APO,,
Y,Y, 89959 (2002 NT7),1.407,JPL 194,2460600.5,0.5284,1.735,0.818,42.36,300.71,2.29,132,206.61,2.65,0.4311,0.000874,16.57,APO,,
Y,Y,162510 (2000 QW69),1.406,JPL 177,2460600.5,0.3023,1.376,0.96,38.14,220.73,1.61,344.33,91.4,1.79,0.6105,0.0262,17.6,APO,,
Y,Y,  4769 Castalia (1989 PB),1.4,JPL 147,2460600.5,0.4832,1.063,0.549,8.88,121.44,1.1,325.51,324.11,1.58,0.8992,0.0205,17.5,APO,,
Y,N,  6063 Jason (1984 KB),1.4,JPL 214,2460600.5,0.7622,2.22,0.528,4.96,337.61,3.31,169.03,99.9,3.91,0.2979,0.0763,16.02,APO,,
Y,N, 99907 (1989 VA),1.4,JPL 212,2460600.5,0.5948,0.7284,0.295,28.8,2.87,0.622,225.58,241.61,1.16,1.586,0.155,17.93,ATE,,
Y,N,152558 (1990 SA),1.4,JPL 122,2460600.5,0.4415,2.014,1.125,38.14,115.1,2.86,172.16,0.22,2.9,0.3449,0.309,16.86,AMO,,
Y,Y,217628 Lugh (1990 HA),1.4,JPL 79,2460600.5,0.7115,2.527,0.729,4.44,316.15,4.02,177.75,160.51,4.33,0.2453,0.0334,16.68,APO,,
Y,N,345813 (2007 HX4),1.377,JPL 50,2460600.5,0.3319,1.318,0.88,56.56,14.55,1.51,41.67,300.76,1.75,0.6517,0.104,17.8,APO,,
Y,Y,620094 (2016 AJ193),1.374,JPL 55,2460600.5,0.8163,3.261,0.599,22.57,82.14,5.89,331.16,185.53,5.92,0.1673,0.015,18.98,APO,,
Y,N,137925 (2000 BJ19),1.372,JPL 460,2460600.5,0.7637,1.292,0.305,31.11,175.52,1.47,131.22,146.39,2.28,0.6713,0.39,16.07,APO,,
Y,N, 88188 (2000 XH44),1.371,JPL 513,2460600.5,0.391,2.008,1.223,11.34,195.38,2.85,340.12,82.77,2.79,0.3463,0.236,16.08,AMO,,
Y,Y,385343 (2002 LV),1.359,JPL 294,2460600.5,0.6052,2.314,0.914,29.53,224.23,3.52,132.15,100.45,3.72,0.2799,0.00784,16.56,APO,,
Y,N, 54686 (2001 DU8),1.349,JPL 240,2460600.5,0.3419,1.777,1.169,33.21,265.9,2.37,161.69,47.38,2.38,0.4162,0.433,16.62,AMO,,
Y,N, 86326 (1999 WK13),1.348,JPL 159,2460600.5,0.3627,1.844,1.176,34.31,312.61,2.5,78.44,350,2.51,0.3935,0.28,17.42,AMO,,
Y,N,  5863 Tara (1983 RB),1.345,JPL 271,2460600.5,0.5065,2.222,1.097,19.49,115.62,3.31,168.76,166.87,3.35,0.2976,0.234,15.84,AMO,,
Y,N,399433 (2001 YK4),1.339,JPL 51,2460600.5,0.777,2.654,0.592,4.38,210.84,4.32,155.7,112.87,4.72,0.2279,0.0644,18.58,APO,,
Y,N,153195 (2000 WB1),1.327,JPL 93,2460600.5,0.619,1.301,0.496,41.11,262.9,1.48,21.38,99.6,2.11,0.6638,0.0909,17.51,APO,,
Y,Y, 66391 Moshup (1999 KW4),1.317,JPL 366,2460600.5,0.6884,0.6424,0.2,38.88,192.65,0.515,244.9,296.9,1.08,1.914,0.0145,16.64,ATE,"A binary asteroid system, where a smaller moon orbits a larger primary. Passed Earth in 2019",
Y,N, 11398 (1998 YP11),1.316,JPL 489,2460600.5,0.3895,1.721,1.05,15.02,74.76,2.26,144.74,107,2.39,0.4367,0.204,16.41,AMO,,
Y,N,380188 (2000 WC67),1.312,JPL 52,2460600.5,0.5823,2.674,1.117,9.93,251.66,4.37,249.74,130.21,4.23,0.2255,0.212,18.84,AMO,,
Y,N, 55532 (2001 WG2),1.306,JPL 164,2460600.5,0.6957,1.794,0.546,38.55,132.4,2.4,81.4,134.29,3.04,0.4101,0.339,16.14,APO,,
Y,N,  4544 Xanthus (1989 FB),1.3,JPL 405,2460600.5,0.2501,1.042,0.781,14.14,333.83,1.06,23.95,354.5,1.3,0.9267,0.173,17.38,APO,,
Y,Y, 29075 (1950 DA),1.3,JPL 265,2460600.5,0.5077,1.699,0.836,12.16,224.76,2.21,356.59,223.31,2.56,0.4451,0.0385,17.29,APO,Has a potential impact risk in the year 2880; one of the most hazardous known objects,
Y,N,  7088 Ishtar (1992 AA),1.298,JPL 272,2460600.5,0.3903,1.981,1.208,8.3,354.78,2.79,102.61,271.76,2.75,0.3535,0.226,16.84,AMO,,
Y,N, 11885 Summanus (1990 SS),1.298,JPL 82,2460600.5,0.4744,1.703,0.895,19.43,116.2,2.22,359.78,59.35,2.51,0.4434,0.0686,18.52,APO,,
Y,N,153219 (2000 YM29),1.289,JPL 120,2460600.5,0.4356,2.089,1.179,40.33,0.99,3.02,116.54,313.41,3,0.3265,0.196,18.54,AMO,,
Y,N,510262 (2011 HJ61),1.284,JPL 53,2460600.5,0.4178,1.484,0.864,21.08,191.04,1.81,216.04,322.73,2.1,0.5453,0.124,19.23,APO,,
Y,Y,103067 (1999 XA143),1.282,JPL 168,2460600.5,0.5812,1.844,0.772,38.56,104.1,2.5,116.52,289.32,2.92,0.3937,0.0422,16.83,APO,,
Y,N,331792 (2003 MT2),1.275,JPL 147,2460600.5,0.5337,2.685,1.252,27.92,304.53,4.4,305.08,319.94,4.12,0.224,0.374,16.02,AMO,,
Y,N,429746 (2011 SA16),1.275,JPL 55,2460600.5,0.5328,2.733,1.277,20.12,317.49,4.52,275.39,21.85,4.19,0.2181,0.328,17.27,AMO,,
Y,N,431107 (2006 GU),1.266,JPL 95,2460600.5,0.5845,2.694,1.119,17.68,146.15,4.42,149.11,26.18,4.27,0.2229,0.153,17.69,AMO,,
Y,N,137062 (1998 WM),1.265,JPL 357,2460600.5,0.3153,1.225,0.838,22.52,172.59,1.36,45.62,270.84,1.61,0.7273,0.167,16.77,APO,,
Y,Y,140288 (2001 SN289),1.263,JPL 102,2460600.5,0.5082,1.784,0.877,53.19,225.64,2.38,357.06,344.42,2.69,0.4135,0.016,16.74,APO,,
Y,N,212359 (2006 EV52),1.261,JPL 134,2460600.5,0.7073,2.016,0.59,15.95,167.15,2.86,168.48,70.34,3.44,0.3443,0.257,16.7,APO,,
Y,N,413123 (2001 XS1),1.258,JPL 68,2460600.5,0.5564,2.671,1.185,10.94,164.79,4.36,266.9,89.08,4.16,0.2258,0.205,18.99,AMO,,
Y,N,322763 (2001 FA7),1.252,JPL 132,2460600.5,0.536,2.007,0.931,22.83,62.67,2.84,352.36,167.22,3.08,0.3466,0.104,17.21,APO,,
Y,N,450238 (2002 XN40),1.25,JPL 56,2460600.5,0.4267,2.17,1.244,25.62,216.53,3.2,270.95,274.93,3.1,0.3083,0.313,18.36,AMO,,
Y,N,620091 (2015 FD341),1.248,JPL 23,2460600.5,0.6751,0.9552,0.31,20.54,67.01,0.934,7.52,172.2,1.6,1.056,0.124,17.73,ATE,,
Y,N, 86067 (1999 RM28),1.245,JPL 268,2460600.5,0.3236,1.817,1.229,30.55,301.86,2.45,136.04,32.99,2.4,0.4024,0.365,16.46,AMO,,
Y,Y,194268 (2001 UY4),1.244,JPL 114,2460600.5,0.7875,1.453,0.309,5.44,107.81,1.75,160.69,74.45,2.6,0.5628,0.0259,18.34,APO,,
Y,N,455795 (2005 SF),1.242,JPL 35,2460600.5,0.6545,1.951,0.674,10.11,148.91,2.73,110.42,18.31,3.23,0.3617,0.131,18.84,APO,,
Y,N,218863 (2006 WO127),1.237,JPL 349,2460600.5,0.5477,2.197,0.994,11.03,314.47,3.26,167.51,185.41,3.4,0.3027,0.0761,16.34,APO,,
Y,N,413038 (2001 MF1),1.237,JPL 139,2460600.5,0.5773,2.648,1.119,23.98,76.61,4.31,288.59,124.46,4.18,0.2287,0.341,16.93,AMO,,
Y,N,277616 (2006 BN6),1.236,JPL 91,2460600.5,0.6943,2.577,0.788,18.75,338.86,4.14,249.38,185.67,4.37,0.2383,0.173,17.41,APO,,
Y,N, 53430 (1999 TY16),1.233,JPL 187,2460600.5,0.4035,2.099,1.252,60.41,156.95,3.04,241.92,90.24,2.95,0.3242,0.291,16.66,AMO,,
Y,N,142040 (2002 QE15),1.232,JPL 423,2460600.5,0.3446,1.667,1.093,28.25,160.54,2.15,226.38,74.23,2.24,0.458,0.116,16.26,AMO,,
Y,N,137084 (1998 XS16),1.228,JPL 423,2460600.5,0.4967,1.212,0.61,26.56,358.32,1.33,272.98,318.55,1.81,0.7385,0.405,16.48,APO,,
Y,N, 66251 (1999 GJ2),1.222,JPL 520,2460600.5,0.1979,1.536,1.232,11.28,142.54,1.9,196.19,25.17,1.84,0.518,0.248,17.04,AMO,,
Y,N,138883 (2000 YL29),1.222,JPL 247,2460600.5,0.3439,1.536,1.008,21.89,115.86,1.9,182.75,4.78,2.06,0.5177,0.139,16.85,APO,,
Y,N,394130 (2006 HY51),1.218,JPL 76,2460600.5,0.9685,2.589,0.081,33.58,342,4.16,40.59,133.43,5.1,0.2367,0.113,17.22,APO,,
Y,N,499490 (2010 MW),1.202,JPL 48,2460600.5,0.4709,2.278,1.205,21.36,105.65,3.44,246.25,20.57,3.35,0.2867,0.387,18.99,AMO,,
Y,N,249886 (2001 RY11),1.201,JPL 187,2460600.5,0.2833,1.483,1.063,22.84,71.55,1.81,295.49,266.51,1.9,0.5457,0.199,17.62,AMO,,
Y,N,612929 (2005 CR37),1.201,JPL 51,2460600.5,0.4686,1.904,1.012,26.05,209.81,2.63,335.52,159.69,2.8,0.3751,0.0636,18.9,APO,,
Y,N,  1865 Cerberus (1971 UA),1.2,JPL 360,2460600.5,0.4668,1.08,0.576,16.1,325.29,1.12,212.89,328.39,1.58,0.8782,0.157,16.79,APO,,
Y,Y,297274 (1996 SK),1.199,JPL 83,2460600.5,0.7905,2.445,0.512,1.97,286.33,3.82,195.51,113.57,4.38,0.2577,0.00627,16.93,APO,,
Y,N,355770 (2008 RE80),1.199,JPL 104,2460600.5,0.2461,1.481,1.117,16.59,26.26,1.8,182,108.65,1.85,0.5466,0.138,18.38,AMO,,
Y,Y,175706 (1996 FG3),1.196,JPL 159,2460600.5,0.3501,1.055,0.686,1.97,24.06,1.08,299.5,32.72,1.42,0.9095,0.0281,18.32,APO,,
Y,N,511243 (2014 BS32),1.195,JPL 87,2460600.5,0.2173,1.576,1.234,11.64,271.3,1.98,334.93,42.32,1.92,0.498,0.315,18.9,AMO,,
Y,N, 54401 (2000 LM),1.189,JPL 209,2460600.5,0.2624,1.711,1.262,18.95,67.06,2.24,240.84,297.05,2.16,0.4405,0.356,17.23,AMO,,
Y,Y, 68548 (2001 XR31),1.182,JPL 250,2460600.5,0.4368,1.707,0.961,22.72,24.71,2.23,302.02,186.5,2.45,0.4419,0.0247,16.57,APO,,
Y,N,397237 (2006 KZ112),1.18,JPL 77,2460600.5,0.887,2.523,0.285,37.83,358.2,4.01,166.32,225.12,4.76,0.246,0.53,16.75,APO,,
Y,N,100926 (1998 MQ),1.174,JPL 278,2460600.5,0.4074,1.783,1.057,24.24,138.81,2.38,221.09,329.51,2.51,0.414,0.13,16.65,AMO,,
Y,N, 26817 (1987 QB),1.172,JPL 38,2460600.5,0.5938,2.804,1.139,3.5,156.55,4.7,153.19,336.97,4.47,0.2099,0.128,19.49,AMO,,
Y,N,323179 (2003 HR32),1.17,JPL 88,2460600.5,0.6869,1.748,0.547,8.28,352.74,2.31,341.92,64.2,2.95,0.4264,0.141,18.12,APO,,
Y,N,614603 (2010 CM),1.168,JPL 35,2460600.5,0.5303,2.628,1.234,7.43,94.42,4.26,124.97,127.77,4.02,0.2314,0.27,18.52,AMO,,
Y,N,230118 (2001 DB3),1.166,JPL 101,2460600.5,0.5604,2.683,1.179,24.5,264.58,4.39,340.43,104.81,4.19,0.2243,0.44,17.09,AMO,,
Y,N, 86666 (2000 FL10),1.165,JPL 335,2460600.5,0.4271,1.463,0.838,29.01,258.87,1.77,186.91,1.21,2.09,0.5569,0.0815,16.92,APO,,
Y,N,159560 (2001 TO103),1.156,JPL 114,2460600.5,0.4342,2.214,1.253,25.73,261.64,3.29,42.23,47.67,3.18,0.2992,0.475,17.14,AMO,,
Y,N,434632 (2005 WE),1.15,JPL 60,2460600.5,0.2513,1.151,0.862,12.37,22.65,1.24,289.92,185.52,1.44,0.7981,0.126,19.88,APO,,
